bincenter,counts
0.5041669479678154,22497.64
0.5125002183346853,22782.98
0.5208334887015553,23209.53
0.5291667590684253,23648.97
0.5375000294352952,24013.07
0.5458332998021651,24483.9
0.5541665701690351,24957.58
0.5624998405359051,25284.88
0.570833110902775,25613.34
0.5791663812696449,25943.36
0.587499651636515,26245.09
0.5958329220033849,26633.18
